sender_known_malicious,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_components_detected_malicious,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,classification
0,0.49,0,0.421,0,0,0,0.131,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0,4,0.45,0.0,NULL,0,0,0.24,0,1,0.58,0,0.17,0.81,0.14,0,1,1,0.36,1,0.13,0,meeting_request,0.7,1,1,1,0.97,0.44,1,none,fail,permerror,1,TLS 1.2,19,0,2,0,0,0.68,expired,0.04,0.14,0,1,2,Spam
1,0.15,0,0.334,1,0,0,0.191,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0.49,0.0,NULL,0,0,0.76,0,0,0.35,1,0.7,0.64,0.26,0,20,1,0.68,0,0.19,1,none,0.69,0,1,1,0.83,0.85,0,softfail,neutral,permerror,1,SSL 3.0,4,0,0,0,0,0.15,valid,0.29,0.29,0,1,1,Spam
1,0.36,0,0.112,1,0,0,0.185,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0,3,0.21,0.0,NULL,1,0,0.41,0,1,0.83,0,0.92,0.61,0.07,0,15,0,0.24,0,0.11,0,link_click,0.98,1,1,0,0.94,0.44,0,none,permerror,permerror,0,TLS 1.3,16,0,3,0,1,0.14,mismatch,0.2,0.41,1,1,1,Spam
1,0.44,0,0.397,0,0,0,0.07,0,0,0,0,2,0,0.0,0.0,0,0,0,0,0.0,0,2,0.09,0.0,NULL,0,0,0.88,0,1,0.66,0,0.54,0.71,0.35,0,13,0,0.76,0,0.27,1,gift_card_request,0.89,0,1,1,0.81,0.48,1,neutral,none,fail,0,SSL 3.0,17,0,0,0,0,0.5,revoked,0.06,0.07,1,0,2,Spam
1,0.46,0,0.061,1,0,0,0.069,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0.1,0.0,NULL,0,0,0.42,0,1,0.66,1,0.49,0.76,0.47,1,10,0,0.2,0,0.1,1,invoice_verification,0.577,1,0,1,0.85,0.32,0,neutral,none,pass,0,TLS 1.2,4,1,1,0,1,0.47,no_ssl,0.38,0.27,1,1,2,Spam
0,0.45,0,0.214,0,0,0,0.275,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.14,0.0,NULL,1,0,0.41,0,0,0.39,0,0.83,0.82,0.43,0,2,0,0.28,0,0.02,1,none,0.64,0,1,1,0.81,0.24,0,neutral,temperror,temperror,1,TLS 1.1,15,0,3,1,0,0.53,error,0.32,0.3,0,0,1,Spam
0,0.31,0,0.289,0,0,0,0.185,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.48,0.0,NULL,0,0,0.6,0,0,0.25,0,0.47,0.63,0.41,0,3,0,0.85,1,0.13,0,invoice_verification,0.65,0,1,1,0.76,0.24,0,temperror,pass,none,1,SSL 3.0,5,1,0,0,0,0.65,valid,0.09,0.34,0,1,1,Spam
1,0.19,0,0.378,0,0,0,0.237,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,2,0.08,0.0,NULL,0,0,0.44,0,0,0.84,1,0.13,0.89,0.08,0,2,0,0.9,0,0.06,0,invoice_payment,0.92,0,0,1,0.97,0.79,0,pass,policy,fail,1,TLS 1.2,13,0,1,0,0,0.15,error,0.26,0.43,1,1,2,Spam
0,0.21,0,0.032,0,0,0,0.203,0,0,0,0,2,0,0.0,0.0,0,0,0,0,0.0,0,0,0.43,0.0,NULL,0,0,0.28,1,1,0.69,1,0.55,0.85,0.3,0,4,1,0.61,1,0.15,1,invoice_payment,0.66,1,1,1,0.93,0.61,1,pass,fail,fail,1,TLS 1.3,16,0,2,1,0,0.11,self_signed,0.38,0.3,0,0,2,Spam
0,0.4,0,0.075,0,0,0,0.095,0,0,1,0,2,0,0.0,0.0,0,0,0,0,0.0,0,0,0.12,0.0,NULL,0,1,0.87,1,1,0.85,1,0.76,0.88,0.21,0,2,0,0.95,0,0.21,1,executive_request,0.574,1,0,1,0.82,0.83,0,none,permerror,pass,1,TLS 1.1,12,0,2,0,0,0.1,valid,0.2,0.15,0,1,2,Spam
