sender_known_malicious,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_components_detected_malicious,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,classification0,0.19,1,0.85,0,0,0,0.32,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,4,0.42,0.0,NULL,1,0,0.14,0,0,0.17,0,0.78,0.66,0.06,0,16,0,0.91,0,0.28,1,meeting_request,0.72,1,0,1,0.97,0.07,0,fail,none,none,1,SSL 3.0,13,1,4,0,0,0.09,invalid_chain,0.4,0.39,0,1,1,Spam
1,0.14,1,0.91,0,0,0,0.52,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,3,0.62,0.0,NULL,0,0,0.12,0,0,0.14,0,0.78,0.73,0.06,0,31,0,0.96,0,0.31,1,none,0.62,1,0,1,0.96,0.22,0,softfail,pass,softfail,0,SSL 3.0,30,1,2,0,0,0.13,revoked,0.37,0.38,0,1,1,Spam
0,0.18,0,0.89,0,0,0,0.49,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.52,0.0,NULL,0,0,0.21,0,0,0.21,0,0.78,0.85,0.07,0,22,0,0.96,0,0.3,1,invoice_payment,0.97,1,1,1,0.92,0.17,0,neutral,none,pass,1,TLS 1.0,14,1,3,0,0,0.12,revoked,0.35,0.46,0,1,1,Spam
0,0.16,0,0.92,0,0,0,0.43,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,3,0.5,0.0,NULL,0,0,0.18,0,0,0.19,0,0.85,0.7,0.11,0,27,0,0.88,0,0.33,1,link_click,0.76,1,1,1,0.95,0.16,0,neutral,none,fail,0,SSL 3.0,21,1,2,0,0,0.12,revoked,0.21,0.41,0,1,1,Spam
1,0.15,0,0.9,0,0,0,0.5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,2,0.62,0.0,NULL,0,0,0.11,0,1,0.2,0,0.74,0.77,0.15,0,27,0,0.84,1,0.34,1,meeting_request,0.52,1,0,1,0.99,0.11,0,neutral,pass,softfail,0,TLS 1.0,26,1,5,0,0,0.06,invalid_chain,0.25,0.5,0,1,1,Spam
0,0.24,0,0.97,0,0,0,0.31,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,4,0.38,0.0,NULL,1,0,0.16,0,1,0.14,0,0.87,0.89,0.06,0,31,0,0.86,1,0.31,1,none,0.76,1,1,1,0.9,0.11,0,neutral,pass,pass,0,TLS 1.2,11,1,3,0,0,0.17,invalid_chain,0.21,0.43,0,1,1,Spam
0,0.21,1,0.85,0,0,0,0.41,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.38,0.0,NULL,0,0,0.1,0,0,0.21,0,0.84,0.7,0.12,0,32,0,0.84,0,0.35,1,gift_card_request,0.79,1,1,1,0.91,0.17,0,softfail,pass,none,1,TLS 1.2,20,1,2,0,0,0.16,self_signed,0.29,0.42,0,1,2,Spam
0,0.15,0,0.93,0,0,0,0.36,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.38,0.0,NULL,0,0,0.18,0,1,0.18,0,0.87,0.79,0.07,0,35,0,0.81,0,0.34,1,none,0.55,1,1,1,0.91,0.23,0,neutral,fail,none,0,TLS 1.0,11,1,3,0,0,0.18,expired,0.3,0.41,0,1,2,Spam
0,0.13,1,0.87,0,0,0,0.37,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,2,0.4,0.0,NULL,1,0,0.1,0,1,0.18,0,0.75,0.77,0.05,0,13,0,0.83,0,0.45,1,gift_card_request,0.8,1,1,1,0.98,0.05,0,softfail,fail,none,0,TLS 1.1,17,1,1,0,0,0.16,expired,0.27,0.5,0,1,1,Spam
0,0.22,0,0.93,0,0,0,0.43,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.63,0.0,NULL,1,0,0.17,0,0,0.25,0,0.81,0.67,0.09,0,14,0,0.9,0,0.29,1,link_click,0.96,1,1,1,0.96,0.17,0,none,fail,fail,0,TLS 1.1,26,1,5,0,0,0.21,invalid_chain,0.33,0.51,0,1,1,Spam
0,0.22,0,0.87,0,0,0,0.33,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.45,0.0,NULL,1,0,0.14,0,0,0.13,0,0.71,0.89,0.07,0,13,0,0.88,0,0.36,1,invoice_verification,0.58,1,0,1,0.99,0.21,0,pass,pass,none,0,TLS 1.0,28,1,4,0,0,0.17,valid,0.39,0.41,0,1,2,Spam
